market,week_start,total_spend,search_spend,social_spend,display_spend,video_spend,brand_search,revenue
market_beta,2023-10-02,16901.29,4668.01,5192.1,4000.77,3040.41,40.65,210656.61
market_beta,2023-10-09,12019.75,3221.62,3970.32,2670.34,2157.48,35.29,208705.83
market_beta,2023-10-16,16624.07,4705.5,4847.45,4280.53,2790.59,35.33,215835.45
market_beta,2023-10-23,26391.43,8180.76,7639.79,6132.03,4438.85,36.82,196834.58
market_beta,2023-10-30,27067.4,7237.86,7856.85,6807.77,5164.92,35.22,187646.36
market_beta,2023-11-06,23657.5,7041.64,6536.92,6043.53,4035.42,46.52,207448.29
market_beta,2023-11-13,18278.55,5207.96,5304.05,4577.73,3188.81,43.51,216936.39
market_beta,2023-11-20,21300.4,5889.35,6373.87,4969.6,4067.58,43.11,234588.08
market_beta,2023-11-27,20064.25,5586.85,6217.5,4658.94,3600.96,41.97,231988.05
market_beta,2023-12-04,18199.26,5146.09,5581.77,3987.29,3484.1,40.01,209218.39
market_beta,2023-12-11,18673.83,5129.82,5803.35,4298.24,3442.41,36.29,204670.18
market_beta,2023-12-18,20103.65,5668.25,5326.23,5557.38,3551.8,38.66,235209.27
market_beta,2023-12-25,28872.96,8100.77,8466.83,7082.2,5223.16,39.53,204822.28
market_gamma,2021-01-04,62887.14,26658.4,12711.7,11877.56,11639.48,49.22,66447.4
market_gamma,2021-01-11,61372.72,25202.91,11370.24,12905.24,11894.33,40.42,260739.38
market_gamma,2021-01-18,68069.02,28053.81,12697.39,13395.62,13922.21,57.23,320407.71
market_gamma,2021-01-25,71702.94,30419.96,13965.05,13656.85,13661.08,82.22,364253.91
market_gamma,2021-02-01,54662.88,20036.89,11750.95,10855.96,12019.08,90.11,573510.48
market_gamma,2021-02-08,71509.2,27743.47,13897.31,14977.56,14890.86,98.22,619569.89
market_gamma,2021-02-15,72538.11,27675.56,16049.22,14264.86,14548.46,87.78,669988.43
market_gamma,2021-02-22,81626.07,32653.59,16742.31,15513.96,16716.22,84.15,653487.06
market_gamma,2021-03-01,65952.15,28680.54,13023.4,11649.47,12598.74,98.43,619947.04
market_gamma,2021-03-08,74658.26,29051.35,15077.94,15922.7,14606.26,91.9,667863.62
market_gamma,2021-03-15,87601.89,36424.15,16790.8,17767.33,16619.61,97.98,684132.29
market_gamma,2021-03-22,85948.88,33877.14,17320.32,18108.81,16642.6,93.82,698280.14
market_gamma,2021-03-29,86349.75,35419.1,16142.66,17657.41,17130.59,100.36,673165.9
market_gamma,2021-04-05,85713.35,34484.97,16272.7,16103.2,18852.47,103.86,683396.91
market_gamma,2021-04-12,82614.76,34020.55,16023.53,16210.35,16360.33,103.41,753805.69
market_gamma,2021-04-19,64244.65,26441.81,13538.22,11814.98,12449.63,106.44,728836.85
market_gamma,2021-04-26,72423.7,30649.56,14073.96,14050.0,13650.18,100.59,733990.71
market_gamma,2021-05-03,70367.19,27993.6,14504.61,13504.14,14364.84,99.64,739783.13
market_gamma,2021-05-10,67512.56,26432.78,14730.86,12415.58,13933.33,91.1,721189.84
market_gamma,2021-05-17,76543.75,29466.95,16486.75,15025.79,15564.26,94.95,677947.56
market_gamma,2021-05-24,68427.64,26952.99,13796.72,14346.44,13331.48,101.57,681039.24
market_gamma,2021-05-31,66695.27,26363.65,13023.79,13730.71,13577.12,95.24,685710.42
market_gamma,2021-06-07,59305.32,23313.12,12144.75,11359.83,12487.63,94.55,699083.39
market_gamma,2021-06-14,53361.58,21129.18,10449.36,11144.5,10638.53,92.55,701252.88
market_gamma,2021-06-21,42650.19,16568.77,8915.0,9007.82,8158.6,93.5,671009.41
market_gamma,2021-06-28,54159.69,21465.43,10969.46,11449.99,10274.82,82.55,691802.2
market_gamma,2021-07-05,46392.18,18281.77,9956.06,9095.27,9059.09,76.86,626325.26
market_gamma,2021-07-12,36545.1,14828.5,7668.25,7074.68,6973.68,67.66,605347.28
market_gamma,2021-07-19,34442.64,13499.63,7034.12,6799.11,7109.78,80.84,517223.87
market_gamma,2021-07-26,68679.36,27927.2,13204.99,13363.71,14183.47,72.58,590777.38
market_gamma,2021-08-02,57038.27,22641.04,11644.66,10726.65,12025.93,70.81,565396.68
market_gamma,2021-08-09,42361.9,16890.51,9142.6,8062.11,8266.68,82.64,494895.8
market_gamma,2021-08-16,38836.12,13311.4,8675.08,8690.66,8158.97,84.42,583544.69
market_gamma,2021-08-23,45494.48,18654.61,9551.24,8937.9,8350.73,86.28,598497.89
market_gamma,2021-08-30,23447.85,8765.85,5272.15,4767.6,4642.25,78.43,621416.27
market_gamma,2021-09-06,37722.44,14876.3,7408.26,7629.59,7808.29,74.96,587117.28
market_gamma,2021-09-13,43148.85,16510.17,9001.07,9011.3,8626.31,72.45,574476.3
market_gamma,2021-09-20,67852.46,28312.81,13176.85,13010.84,13351.96,64.64,514455.23
market_gamma,2021-09-27,52277.02,20972.66,10381.35,10807.59,10115.42,76.04,547880.6
market_gamma,2021-10-04,54324.78,23002.77,9899.47,11212.73,10209.8,77.6,535008.03
market_gamma,2021-10-11,24216.95,9063.06,5188.68,4634.05,5331.16,85.21,593352.15
market_gamma,2021-10-18,32163.84,12904.89,6454.81,6556.95,6247.18,77.05,575758.84
market_gamma,2021-10-25,50914.91,19538.4,10423.56,10263.65,10689.3,71.69,593380.73
market_gamma,2021-11-01,58441.66,23929.55,10996.83,11371.77,12143.51,66.22,570721.19
market_gamma,2021-11-08,58288.36,23648.33,11688.01,11596.58,11355.44,76.07,506506.42
market_gamma,2021-11-15,67016.9,27141.48,12653.71,14141.08,13080.63,79.55,506074.78
market_gamma,2021-11-22,58699.8,22898.34,11757.62,11611.63,12432.2,80.62,572015.52
market_gamma,2021-11-29,36511.84,14890.74,6817.69,7094.6,7708.81,89.79,623565.83
market_gamma,2021-12-06,52445.53,21251.91,10412.26,10502.29,10279.07,89.0,623026.7
market_gamma,2021-12-13,38127.1,15535.71,7437.47,7561.38,7592.54,81.83,634390.02
market_gamma,2021-12-20,50088.98,20347.76,10781.26,8847.76,10112.2,70.7,613911.4
market_gamma,2021-12-27,71936.81,28982.72,14882.24,14154.25,13917.59,72.8,557601.76
market_gamma,2022-01-03,55444.65,21992.49,12295.76,9946.01,11210.39,75.86,542602.55
market_gamma,2022-01-10,80305.93,31107.66,17549.47,15186.25,16462.55,95.4,570396.98
market_gamma,2022-01-17,74084.69,31586.6,14353.9,15490.29,12653.9,90.7,616375.13
market_gamma,2022-01-24,80457.96,32915.19,15416.46,16616.69,15509.62,89.88,613844.72
market_gamma,2022-01-31,76493.27,31306.93,14918.93,16810.06,13457.35,97.66,648577.22
market_gamma,2022-02-07,93591.21,38109.28,17902.95,18350.44,19228.53,93.67,681633.81
market_gamma,2022-02-14,98300.41,40119.94,18624.71,19068.91,20486.85,92.54,682227.29
market_gamma,2022-02-21,90470.41,34949.23,18385.86,17494.16,19641.16,107.85,644442.28
market_gamma,2022-02-28,89914.13,36112.17,16900.88,18578.17,18322.91,113.99,707034.63
market_gamma,2022-03-07,87102.83,34112.08,17096.71,18016.69,17877.36,109.66,781588.02
market_gamma,2022-03-14,86592.52,34834.62,16856.64,16853.19,18048.07,112.3,790337.41
market_gamma,2022-03-21,84548.35,32718.21,16015.54,19134.85,16679.74,113.4,788207.21
market_gamma,2022-03-28,82491.47,31760.15,16427.95,16907.88,17395.49,104.58,819080.77
market_gamma,2022-04-04,70326.5,27740.75,14039.48,14406.81,14139.45,105.5,762002.18
market_gamma,2022-04-11,59722.46,24252.49,11574.2,12654.13,11241.64,103.94,797604.18
market_gamma,2022-04-18,84204.44,32906.7,16971.66,16701.06,17625.02,98.01,769146.54
market_gamma,2022-04-25,84186.97,33600.76,17320.37,17488.28,15777.55,93.04,690464.99
market_gamma,2022-05-02,86944.0,35130.6,16986.44,17753.42,17073.54,89.81,660486.2
market_gamma,2022-05-09,69484.6,28222.15,14826.26,12740.25,13695.94,107.28,653621.15
market_gamma,2022-05-16,77908.5,31671.59,13793.35,16610.02,15833.54,99.02,734358.62
market_gamma,2022-05-23,74217.32,30464.91,13777.82,14088.52,15886.07,106.85,727550.42
market_gamma,2022-05-30,74013.76,28257.23,14573.37,15180.89,16002.28,92.54,725190.42
market_gamma,2022-06-06,83211.03,34648.82,17603.01,15391.25,15567.96,99.29,707873.52
market_gamma,2022-06-13,67731.03,25890.25,13250.7,13768.15,14821.94,96.17,692943.66
market_gamma,2022-06-20,60130.16,24425.15,12277.46,11541.67,11885.87,97.56,733307.06
market_gamma,2022-06-27,57087.27,21878.41,11705.38,11475.7,12027.78,97.35,678037.13
market_gamma,2022-07-04,53960.38,20967.66,11371.18,10863.84,10757.69,84.77,721247.99
market_gamma,2022-07-11,43614.35,17976.21,8999.32,8413.47,8225.35,94.17,639327.8
market_gamma,2022-07-18,34171.24,13780.17,6903.55,6713.45,6774.07,84.33,638327.22
market_gamma,2022-07-25,44593.47,18339.64,8702.08,9229.79,8321.96,76.42,633745.04
market_gamma,2022-08-01,40379.63,16028.03,7767.38,7866.17,8718.05,77.44,582258.97
market_gamma,2022-08-08,40565.5,14742.12,8220.24,8880.39,8722.75,65.43,556238.4
market_gamma,2022-08-15,48223.37,18696.36,10041.0,10048.12,9437.9,76.51,512924.29
market_gamma,2022-08-22,53567.33,21793.12,10370.68,10826.29,10577.24,75.29,534998.63
market_gamma,2022-08-29,44691.47,18202.19,8746.25,8623.66,9119.37,81.08,554634.61
market_gamma,2022-09-05,50286.15,20380.34,9708.26,10155.2,10042.35,83.8,564744.87
market_gamma,2022-09-12,54157.72,21179.88,11350.39,11587.83,10039.61,80.17,621788.25
market_gamma,2022-09-19,60098.79,22822.66,12447.89,13089.95,11738.3,77.65,568729.9
market_gamma,2022-09-26,52066.81,20376.74,10699.79,10305.01,10685.27,77.83,557453.51
market_gamma,2022-10-03,40838.86,15982.34,8616.45,8308.03,7932.04,83.36,564704.02
market_gamma,2022-10-10,50796.51,20195.0,10422.22,9929.66,10249.61,83.96,605587.43
market_gamma,2022-10-17,44839.24,17338.14,9254.27,9618.73,8628.11,75.98,611514.98
market_gamma,2022-10-24,49691.79,20412.88,9392.91,9258.9,10627.1,72.23,578714.73
market_gamma,2022-10-31,48005.48,18827.51,10156.17,8793.26,10228.54,79.47,529432.98
market_gamma,2022-11-07,49948.2,19775.44,10161.38,9961.12,10050.27,73.29,564550.38
market_gamma,2022-11-14,43760.39,17695.35,8483.0,9294.61,8287.43,81.3,566257.95
market_gamma,2022-11-21,49365.44,20541.05,9214.42,9674.77,9935.21,76.49,571154.75
market_gamma,2022-11-28,59968.01,23661.79,11606.87,11991.32,12708.02,78.73,564473.46
market_gamma,2022-12-05,53713.52,22125.45,10762.24,10749.1,10076.73,71.8,573913.92
market_gamma,2022-12-12,62993.3,23516.0,12971.17,13630.78,12875.35,87.45,518814.68
market_gamma,2022-12-19,62296.45,25578.43,12407.72,12348.69,11961.61,87.63,583770.28
market_gamma,2022-12-26,59600.65,23326.95,11889.99,12337.61,12046.1,82.8,623382.55
market_gamma,2023-01-02,54301.42,22645.71,10558.89,11479.98,9616.84,86.63,634945.69
market_gamma,2023-01-09,61268.01,23033.33,13259.7,12281.93,12693.05,87.03,609790.8
market_gamma,2023-01-16,65725.16,26862.93,13101.86,13314.49,12445.88,83.96,590058.78
market_gamma,2023-01-23,65026.78,25335.15,13317.04,13302.85,13071.75,85.65,634099.32
market_gamma,2023-01-30,71553.24,26714.69,14870.15,15477.61,14490.8,90.53,627499.74
market_gamma,2023-02-06,94231.83,35313.36,20489.32,18877.63,19551.51,80.58,628395.76
market_gamma,2023-02-13,98081.17,38544.58,20175.99,20404.77,18955.82,98.13,601540.71
market_gamma,2023-02-20,92837.64,37496.76,18173.97,19191.24,17975.66,107.13,654950.67
market_gamma,2023-02-27,89981.8,36322.47,17681.73,18100.47,17877.14,100.81,724147.81
market_gamma,2023-03-06,64522.4,25741.04,12562.49,13125.56,13093.31,109.62,723845.97
market_gamma,2023-03-13,70454.06,28615.95,13019.8,14786.17,14032.14,107.18,755375.13
market_gamma,2023-03-20,74662.96,30124.02,13666.15,15835.79,15037.0,97.62,778628.73
market_gamma,2023-03-27,81007.88,33740.66,15898.27,15341.39,16027.56,87.17,737025.9
market_gamma,2023-04-03,81688.19,30771.82,16999.65,16882.4,17034.32,97.49,648247.96
market_gamma,2023-04-10,81583.11,32005.22,15991.15,17841.98,15744.77,94.27,701825.82
market_gamma,2023-04-17,86258.76,33907.06,17484.25,18355.59,16511.86,98.07,707296.95
market_gamma,2023-04-24,78703.12,29836.01,16503.33,16095.5,16268.27,102.49,720433.17
market_gamma,2023-05-01,81846.35,31248.31,16510.67,17375.24,16712.13,95.0,735391.75
market_gamma,2023-05-08,80069.78,32754.17,16029.25,15740.8,15545.56,98.19,688053.48
market_gamma,2023-05-15,74632.78,29047.92,15508.69,15476.77,14599.4,98.03,677888.05
market_gamma,2023-05-22,61125.07,23944.57,12578.76,11934.93,12666.82,96.59,680324.38
market_gamma,2023-05-29,66882.89,25928.56,13648.57,13299.45,14006.32,98.94,720983.07
market_gamma,2023-06-05,73315.7,28765.19,14651.14,14569.36,15330.01,88.32,691750.68
market_gamma,2023-06-12,69413.6,28022.2,14353.26,13961.29,13076.85,84.98,643039.89
market_gamma,2023-06-19,62122.89,25413.38,12414.12,11957.13,12338.25,83.55,647890.66
market_gamma,2023-06-26,62555.88,23650.21,13294.1,11972.39,13639.18,92.51,610421.65
market_gamma,2023-07-03,52555.62,21720.81,10162.41,10003.42,10668.99,94.67,647956.17
market_gamma,2023-07-10,48611.16,19985.21,9724.91,9502.47,9398.57,90.48,669222.62
market_gamma,2023-07-17,48539.73,18218.34,10285.51,9333.54,10702.34,86.29,679737.16
market_gamma,2023-07-24,32741.77,14536.48,6177.74,5967.54,6060.01,83.27,635324.85
market_gamma,2023-07-31,40328.91,15975.53,8319.04,8102.94,7931.41,80.43,589681.23
market_gamma,2023-08-07,42991.96,17267.18,8588.73,8520.76,8615.28,68.39,573451.37
market_gamma,2023-08-14,54235.61,21401.53,11544.24,10614.29,10675.55,73.46,524174.85
market_gamma,2023-08-21,59639.1,25122.31,12632.59,10944.15,10940.05,82.72,516392.31
market_gamma,2023-08-28,59330.73,25124.24,12364.53,11549.84,10292.12,69.69,601367.08
market_gamma,2023-09-04,45684.51,18248.55,8890.08,9941.73,8604.15,87.26,566814.56
market_gamma,2023-09-11,50989.24,20801.54,9456.6,10659.89,10071.21,80.97,590282.51
market_gamma,2023-09-18,42705.8,16851.24,8999.38,8388.59,8466.59,88.26,610924.91
market_gamma,2023-09-25,33170.47,13375.4,6765.55,6639.09,6390.43,76.07,594772.06
market_gamma,2023-10-02,17330.98,7130.88,3695.32,3112.53,3392.24,78.47,576894.03
market_gamma,2023-10-09,29807.95,11007.26,6103.54,6141.75,6555.4,69.49,566277.98
market_gamma,2023-10-16,21070.01,8145.93,4187.22,4431.29,4305.57,65.25,512652.77
market_gamma,2023-10-23,32319.65,13779.43,5931.09,6089.87,6519.26,59.31,478709.63
market_gamma,2023-10-30,27753.46,11341.15,5370.66,5911.38,5130.27,61.66,430848.73
market_gamma,2023-11-06,26743.13,10245.81,5926.15,5634.56,4936.61,56.29,451303.22
market_gamma,2023-11-13,35965.12,14585.0,6943.58,7367.98,7068.55,65.67,447945.45
market_gamma,2023-11-20,39643.17,16836.87,7332.49,7975.25,7498.56,68.2,466748.6
market_gamma,2023-11-27,33476.63,13918.29,6485.34,6511.63,6561.37,64.73,504029.63
market_gamma,2023-12-04,44579.7,17818.83,9236.06,8492.73,9032.08,66.9,481489.87
market_gamma,2023-12-11,48692.06,18587.86,10335.33,10192.24,9576.63,66.89,497582.84
market_gamma,2023-12-18,47490.54,18441.94,10157.66,9013.64,9877.3,67.37,485468.67
market_gamma,2023-12-25,51094.36,19846.46,10618.01,10254.01,10375.88,78.07,475990.16
market_delta,2021-01-04,32964.91,9783.41,8788.58,7631.51,6761.41,0.0,35297.9
market_delta,2021-01-11,29449.23,9314.06,7712.25,7025.97,5396.95,0.0,27090.2
market_delta,2021-01-18,33391.77,9765.2,9811.86,7186.22,6628.49,0.0,42959.77
market_delta,2021-01-25,36184.56,10416.8,9899.99,8485.58,7382.19,0.0,52263.15
market_delta,2021-02-01,42296.99,12897.44,10964.15,9625.13,8810.27,0.0,59895.54
market_delta,2021-02-08,51101.17,15504.77,14557.8,10806.27,10232.33,0.0,79524.76
market_delta,2021-02-15,43460.67,13622.1,12039.26,9109.61,8689.71,0.0,65110.1
market_delta,2021-02-22,40270.24,11977.04,11232.02,8968.24,8092.93,0.0,77744.67
market_delta,2021-03-01,48814.59,14360.61,13599.82,10995.99,9858.17,0.0,78169.86
market_delta,2021-03-08,42690.51,11785.45,12586.79,9876.65,8441.63,0.0,102251.25
market_delta,2021-03-15,29962.52,9548.68,7996.3,6088.93,6328.61,0.0,92930.02
market_delta,2021-03-22,34269.83,10679.85,9485.44,7767.63,6336.9,0.0,102330.06
market_delta,2021-03-29,35074.46,10506.9,9804.01,8412.1,6351.45,0.0,85460.67
market_delta,2021-04-05,37432.57,9982.0,10619.39,8667.8,8163.38,0.0,76586.46
market_delta,2021-04-12,50391.59,15688.2,13776.36,10599.19,10327.83,0.0,73354.26
market_delta,2021-04-19,53124.29,15614.33,14906.53,12023.35,10580.08,0.0,67541.24
market_delta,2021-04-26,45736.22,14176.25,13544.85,9680.05,8335.07,0.0,81769.71
market_delta,2021-05-03,46388.77,13436.13,13957.88,9397.96,9596.8,0.0,79616.28
market_delta,2021-05-10,54628.88,16921.33,15181.76,11886.7,10639.08,0.0,68198.56
market_delta,2021-05-17,52061.89,16647.78,13731.16,11718.76,9964.19,0.0,85669.06
market_delta,2021-05-24,45983.62,13117.44,13278.15,10071.32,9516.7,0.0,60734.39
market_delta,2021-05-31,52434.27,15097.01,14877.88,11681.28,10778.1,0.0,88180.14
market_delta,2021-06-07,40164.05,12607.04,11115.23,8934.42,7507.36,0.0,117378.79
market_delta,2021-06-14,43783.71,13105.82,12074.49,10108.25,8495.15,0.0,80114.14
market_delta,2021-06-21,29208.92,8454.45,8448.09,6661.35,5645.03,0.0,87404.14
market_delta,2021-06-28,29039.06,8800.52,8418.64,5956.83,5863.07,0.0,93000.24
market_delta,2021-07-05,34987.43,10417.87,10417.66,7781.58,6370.33,0.0,89439.42
market_delta,2021-07-12,33648.54,9910.21,9642.99,7219.5,6875.84,0.0,84914.13
market_delta,2021-07-19,30687.79,9425.33,8486.0,6708.88,6067.58,0.0,82088.83
market_delta,2021-07-26,29478.64,8862.56,8432.63,6459.83,5723.62,0.0,60909.28
market_delta,2021-08-02,29276.14,8688.05,8520.93,6558.93,5508.23,0.0,61670.68
market_delta,2021-08-09,27076.73,7879.5,7686.34,5558.59,5952.3,0.0,85026.52
market_delta,2021-08-16,23553.97,6782.17,6803.48,4758.15,5210.18,0.0,82514.8
market_delta,2021-08-23,15302.38,4509.97,4450.01,3221.81,3120.58,0.0,63685.44
market_delta,2021-08-30,26569.56,7797.62,7503.45,5935.27,5333.22,0.0,73673.82
market_delta,2021-09-06,26363.01,7360.56,7459.63,6186.43,5356.4,0.0,54916.48
market_delta,2021-09-13,15333.17,4605.09,4255.89,3377.13,3095.06,0.0,49795.92
market_delta,2021-09-20,17466.68,5433.43,4960.4,3613.59,3459.26,0.0,55042.25
market_delta,2021-09-27,22077.16,6481.42,6033.11,5203.27,4359.35,0.0,66559.57
market_delta,2021-10-04,23706.07,7299.29,6566.24,5171.36,4669.18,0.0,69488.31
market_delta,2021-10-11,21240.77,6753.8,5739.04,4638.33,4109.6,0.0,60116.0
market_delta,2021-10-18,15552.87,4670.87,4335.51,3375.06,3171.42,0.0,29144.3
market_delta,2021-10-25,15570.53,4501.22,4424.71,3707.63,2936.97,0.0,43741.69
market_delta,2021-11-01,15450.79,4762.67,4210.01,3361.82,3116.29,0.0,59877.23
market_delta,2021-11-08,13076.2,3803.94,3919.75,2819.29,2533.21,0.0,46174.69
market_delta,2021-11-15,18131.7,5473.04,5102.72,4098.43,3457.5,0.0,62251.76
market_delta,2021-11-22,20922.46,6638.98,5525.31,4410.87,4347.3,0.0,59317.88
market_delta,2021-11-29,13107.1,3904.58,3698.23,2819.13,2685.16,0.0,61936.5
market_delta,2021-12-06,20426.16,5894.99,5621.14,4626.05,4283.97,0.0,40048.47
market_delta,2021-12-13,28700.48,8730.77,8485.49,6003.94,5480.28,0.0,61730.96
market_delta,2021-12-20,37252.9,11288.16,10204.72,8274.38,7485.63,0.0,81814.49
market_delta,2021-12-27,32438.71,9952.72,9385.64,6488.52,6611.83,0.0,52571.72
market_delta,2022-01-03,32257.17,9246.7,9092.08,7168.94,6749.45,0.0,65232.03
market_delta,2022-01-10,41564.28,12571.15,11021.03,8908.42,9063.68,0.0,59513.99
market_delta,2022-01-17,33642.67,9848.39,10114.48,7272.78,6407.03,0.0,68596.31
market_delta,2022-01-24,39906.76,10936.92,11908.31,9277.51,7784.01,0.0,40553.25
market_delta,2022-01-31,39051.94,11740.04,10894.39,8837.17,7580.33,0.0,76223.66
market_delta,2022-02-07,35580.95,10760.31,9466.03,8314.9,7039.72,0.0,92097.07
market_delta,2022-02-14,43637.92,11945.15,12565.8,9921.32,9205.65,0.0,69480.77
market_delta,2022-02-21,48181.37,15006.48,12561.87,10760.41,9852.61,0.0,64314.93
market_delta,2022-02-28,40243.34,12237.6,12353.02,8450.45,7202.27,0.0,87226.41
market_delta,2022-03-07,46053.48,13636.89,13462.59,10012.14,8941.86,0.0,69787.03
market_delta,2022-03-14,39398.52,12128.13,10456.9,8784.86,8028.63,0.0,65487.42
market_delta,2022-03-21,37253.65,11470.36,10253.19,7889.13,7640.96,0.0,100396.88
market_delta,2022-03-28,45275.33,13612.66,12348.47,10188.98,9125.23,0.0,58101.27
market_delta,2022-04-04,36657.07,10422.58,10301.45,8399.41,7533.63,0.0,96196.56
market_delta,2022-04-11,33495.39,10274.52,9341.28,7106.14,6773.46,0.0,70962.87
market_delta,2022-04-18,30040.53,8632.48,8208.01,7106.53,6093.52,0.0,61393.29
market_delta,2022-04-25,46995.65,14305.22,12912.68,10050.23,9727.51,0.0,101870.14
market_delta,2022-05-02,45739.72,12930.34,13441.8,9397.07,9970.51,0.0,62855.31
market_delta,2022-05-09,44648.92,12759.5,13180.44,9599.74,9109.24,0.0,62329.56
market_delta,2022-05-16,37217.33,11058.11,10561.1,8271.52,7326.6,0.0,78775.18
market_delta,2022-05-23,39697.7,12186.21,10902.61,8202.2,8406.68,0.0,63543.83
market_delta,2022-05-30,43757.5,12605.65,13128.39,8957.81,9065.65,0.0,71813.23
market_delta,2022-06-06,39064.44,12308.31,10531.63,8718.71,7505.79,0.0,101988.7
market_delta,2022-06-13,31674.47,9834.65,8712.11,6894.14,6233.57,0.0,95712.98
market_delta,2022-06-20,27099.93,8843.02,7376.39,5828.1,5052.41,0.0,79388.74
market_delta,2022-06-27,24985.28,7370.14,7070.04,5589.83,4955.28,0.0,102484.56
market_delta,2022-07-04,33598.21,10944.99,9545.38,6840.14,6267.69,0.0,67341.96
market_delta,2022-07-11,29937.73,8397.75,8748.82,6580.68,6210.48,0.0,72283.77
market_delta,2022-07-18,30106.58,8876.38,9049.14,6313.45,5867.62,0.0,64324.88
market_delta,2022-07-25,25165.48,7188.85,7562.81,5348.04,5065.78,0.0,62396.27
market_delta,2022-08-01,28073.34,8050.28,7983.28,6344.86,5694.92,0.0,60800.82
market_delta,2022-08-08,26243.18,7864.08,7185.7,5981.16,5212.24,0.0,79504.7
market_delta,2022-08-15,24568.73,7692.32,6472.52,5452.27,4951.62,0.0,51064.02
market_delta,2022-08-22,28149.88,8201.25,7996.28,6113.1,5839.24,0.0,60005.43
market_delta,2022-08-29,25444.73,7455.94,7105.69,5658.4,5224.71,0.0,37412.22
market_delta,2022-09-05,34796.05,10290.81,10051.83,7569.81,6883.6,0.0,63031.01
market_delta,2022-09-12,33370.09,10212.82,8832.3,7131.97,7193.0,0.0,80856.99
market_delta,2022-09-19,23395.75,6965.17,6776.6,4977.67,4676.3,0.0,49737.24
market_delta,2022-09-26,20295.37,6370.99,5532.79,4384.36,4007.23,0.0,85435.48
market_delta,2022-10-03,17749.83,5706.44,4912.8,3923.93,3206.66,0.0,63619.2
market_delta,2022-10-10,18296.39,5371.98,5502.5,4009.54,3412.37,0.0,75489.41
market_delta,2022-10-17,28751.3,8393.4,8591.98,5833.7,5932.22,0.0,50016.37
market_delta,2022-10-24,35005.2,10450.05,9825.58,7854.22,6875.35,0.0,55079.89
market_delta,2022-10-31,23913.18,7398.84,6804.76,5288.77,4420.81,0.0,48258.94
market_delta,2022-11-07,24378.03,7616.21,6303.44,5489.12,4969.26,0.0,70478.57
market_delta,2022-11-14,24291.11,7137.56,6701.24,5643.13,4809.18,0.0,72223.18
market_delta,2022-11-21,21348.51,6109.96,5737.85,4706.16,4794.53,0.0,63675.51
market_delta,2022-11-28,26637.3,8782.94,7240.11,5826.5,4787.75,0.0,56068.59
market_delta,2022-12-05,26598.23,7704.47,7348.52,6386.85,5158.38,0.0,69657.15
market_delta,2022-12-12,30665.96,10395.0,8128.38,6153.58,5989.0,0.0,65932.68
market_delta,2022-12-19,26043.78,7430.47,7309.68,6122.95,5180.68,0.0,55461.08
market_delta,2022-12-26,26046.06,7947.11,7257.73,5546.38,5294.83,0.0,71321.4
market_delta,2023-01-02,29010.71,8326.07,8923.94,6336.84,5423.86,0.0,54105.65
market_delta,2023-01-09,33528.13,10855.89,8896.32,7335.61,6440.31,0.0,48262.43
market_delta,2023-01-16,31354.46,9584.61,9398.46,6470.66,5900.72,0.0,72122.98
market_delta,2023-01-23,33407.86,9085.1,9516.23,7731.12,7075.41,0.0,69099.67
market_delta,2023-01-30,30713.63,8882.4,8718.71,6959.7,6152.82,0.0,51931.85
market_delta,2023-02-06,36819.93,11189.91,10581.2,7741.74,7307.08,0.0,60946.65
market_delta,2023-02-13,41891.53,13126.19,11504.07,9292.11,7969.17,0.0,55753.49
market_delta,2023-02-20,34884.91,10819.86,9914.06,7226.21,6924.78,0.0,60144.17
market_delta,2023-02-27,37773.02,11785.99,10675.1,7797.16,7514.78,0.0,66150.55
market_delta,2023-03-06,33935.73,10208.72,9896.96,6991.18,6838.87,0.0,77249.97
market_delta,2023-03-13,38691.47,11315.11,10728.57,8766.1,7881.68,0.0,72149.68
market_delta,2023-03-20,39150.54,11343.8,11299.94,8992.65,7514.15,0.0,67999.18
market_delta,2023-03-27,41553.52,11623.78,12178.34,9003.74,8747.66,0.0,57115.26
market_delta,2023-04-03,39830.97,11584.79,11455.95,8518.72,8271.51,0.0,77205.3
market_delta,2023-04-10,40491.54,13021.42,10712.95,8684.74,8072.43,0.0,84428.19
market_delta,2023-04-17,40527.18,12423.5,11871.84,8257.64,7974.2,0.0,70043.57
market_delta,2023-04-24,38028.52,10631.57,11310.74,8547.83,7538.39,0.0,86132.88
market_delta,2023-05-01,35485.54,11024.02,9852.97,7845.3,6763.25,0.0,77020.7
market_delta,2023-05-08,22329.38,6694.23,6276.2,4831.93,4527.02,0.0,71042.87
market_delta,2023-05-15,27424.02,8505.2,7782.4,5736.84,5399.58,0.0,79570.12
market_delta,2023-05-22,33696.21,10151.44,9255.9,7559.25,6729.61,0.0,63878.5
market_delta,2023-05-29,34141.04,9757.79,9797.89,7634.74,6950.62,0.0,65785.67
market_delta,2023-06-05,45491.06,13090.77,12991.02,10387.61,9021.66,0.0,79290.14
market_delta,2023-06-12,38046.14,11664.38,10850.9,8171.06,7359.8,0.0,72081.37
market_delta,2023-06-19,28504.68,8701.86,7795.37,6268.41,5739.03,0.0,57237.98
market_delta,2023-06-26,29382.13,8358.95,8390.14,6519.71,6113.33,0.0,68280.89
market_delta,2023-07-03,18744.54,5499.84,5411.34,4065.4,3767.96,0.0,38475.43
