week,channel,spend,impressions,kpi,brand_search_control
2025-11-03,paid_social,29604.46,3700557,69069.49,41.2
2025-11-03,paid_search,23324.73,7774909,92712.8,41.2
2025-11-03,audio,8073.94,807394,11860.42,41.2
2025-11-10,display,50652.07,8442012,107210.52,42.8
2025-11-10,video_olv,38679.76,3223314,105748.56,42.8
2025-11-10,paid_social,30391.24,3798905,72367.1,42.8
2025-11-10,paid_search,23944.62,7981539,97139.23,42.8
2025-11-10,audio,8288.52,828852,12426.67,42.8
2025-11-17,display,52143.48,8690579,112629.91,44.6
2025-11-17,video_olv,39818.65,3318221,111094.05,44.6
2025-11-17,paid_social,31286.09,3910761,76025.19,44.6
2025-11-17,paid_search,24649.64,8216548,102049.52,44.6
2025-11-17,audio,8532.57,853257,13054.83,44.6
2025-11-24,display,53794.43,8965739,118530.29,46.6
2025-11-24,video_olv,41079.38,3423282,116913.96,46.6
2025-11-24,paid_social,32276.66,4034582,80007.94,46.6
2025-11-24,paid_search,25430.09,8476698,107395.62,46.6
2025-11-24,audio,8802.73,880273,13738.74,46.6
2025-12-01,display,55582.07,9263678,124845.86,48.7
2025-12-01,video_olv,42444.49,3537041,123143.42,48.7
2025-12-01,paid_social,33349.24,4168655,84270.96,48.7
2025-12-01,paid_search,26275.16,8758386,113117.92,48.7
2025-12-01,audio,9095.25,909525,14470.77,48.7
2025-12-08,display,57481.52,9580253,131498.04,51.0
2025-12-08,video_olv,43894.98,3657915,129704.89,51.0
2025-12-08,paid_social,34488.91,4311114,88761.18,51.0
2025-12-08,paid_search,27173.08,9057694,119145.2,51.0
2025-12-08,audio,9406.07,940607,15241.82,51.0
2025-12-15,display,59466.29,9911049,138395.92,53.4
2025-12-15,video_olv,45410.62,3784219,136508.7,53.4
2025-12-15,paid_social,35679.77,4459972,93417.25,53.4
2025-12-15,paid_search,28111.34,9370446,125395.09,53.4
2025-12-15,audio,9730.85,973085,16041.35,53.4
2025-12-22,display,61508.64,10251441,145437.39,55.8
2025-12-22,video_olv,46970.24,3914186,143454.16,55.8
2025-12-22,paid_social,36905.19,4613148,98170.24,55.8
2025-12-22,paid_search,29076.81,9692271,131775.09,55.8
2025-12-22,audio,10065.05,1006505,16857.52,55.8
